주차장관리번호	주차장명	주차장구분	주차장유형	소재지지번주소	소재지도로명주소	소재지(시도)	주차구획수	급지구분	부제시행구분	운영요일	평일운영시작시각	평일운영종료시각	토요일운영시작시각	토요일운영종료시각	공휴일운영시작시각	공휴일운영종료시각	요금정보	주차기본시간	주차기본요금	추가단위시간	추가단위요금	1일주차권요금적용시간	1일주차권요금	월정기권요금	결제방법	특기사항	관리기관명	연락처	위도(WGS84좌표)	경도(WGS84좌표)	데이터기준일자	위도	경도	데이터작성일자	주말운영시작시각	주말운영종료시각	토요일운영종료시각\	1일주차권요금적용시간\	1일주차권	관리기관	경도도(WGS84좌표)
109-4-000037	기현주차장	민영	노외	서울특별시 도봉구 도봉동 617-28	서울특별시 도봉구 시루봉 29길 10	서울특별시	7	5	미시행	평일+토요일+공휴일							무료										민간사업자				2016-10-25	37.6716700	127.0433500								
109-4-000038	서울사다리조합	민영	노외	서울특별시 도봉구 도봉동 592-0	서울특별시 도봉구 도봉로 171길 60	서울특별시	25	5	미시행	평일+토요일+공휴일							무료										민간사업자	02-949-2000			2016-10-25	37.6788300	127.0402900								
109-4-000039	서원주차장	민영	노외	서울특별시 도봉구 도봉동 632-3	서울특별시 도봉구 도봉2동 632-3	서울특별시	10	5	미시행	평일+토요일+공휴일							무료										민간사업자				2016-10-25	37.6748200	127.0478600								
109-4-000040	도봉전철	민영	노외	서울특별시 도봉구 도봉동 62-20	서울특별시 도봉구 도봉로 170길 2	서울특별시	206	5	미시행	평일+토요일+공휴일							무료										민간사업자	02-2091-4215			2016-10-25	37.6810300	127.0457600								
109-4-000041	에이비씨주차장	민영	노외	서울특별시 도봉구 도봉동 639	서울특별시 도봉구 마들로 672	서울특별시	45	5	미시행	평일+토요일+공휴일							무료										민간사업자	02-2091-4215			2016-10-25	37.6701000	127.0464900								
109-4-000042	신운중기	민영	노외	서울특별시 도봉구 방학동 592-0	서울특별시 도봉구 방학로	서울특별시	4	5	미시행	평일+토요일+공휴일							무료										민간사업자	02-2091-4215			2016-10-25	37.6630300	127.0197600								
109-4-000043	인봉주차장	민영	노외	서울특별시 도봉구 도봉동 611-26	서울특별시 도봉구 도봉로153길 30 (도봉동)	서울특별시	27	4	미시행	평일+토요일+공휴일							유료										민간사업자	02-954-4071			2016-10-25	37.6700100	127.0416900								
109-4-000045	텃골주차장	민영	노외	서울특별시 도봉구 도봉동 451	서울특별시 도봉구 시루봉로23가길 11-64	서울특별시	12	5	미시행	평일+토요일+공휴일							무료										민간사업자	02-2091-4215			2016-10-25	37.6727700	127.0385500								
109-4-000048	바로선병원주차장	민영	노외	서울특별시 도봉구 창동 749-9	서울특별시 도봉구 창동 749-9	서울특별시	21	3	미시행	평일+토요일+공휴일							유료										민간사업자				2016-10-25	37.6603800	127.0424900								
109-5-000049	홍일주차장	민영	부설	서울특별시 도봉구 창동 655-20	서울특별시 도봉구 도봉로 468	서울특별시	4	3	미시행	평일+토요일+공휴일							유료										민간사업자				2016-10-25	37.6474300	127.0344000								
109-4-000050	쌍문주차장	민영	노외	서울특별시 도봉구 창동 661-27	서울특별시 도봉구 창동 661-27	서울특별시	11	2	미시행	평일+토요일+공휴일							유료										민간사업자				2016-10-25	37.6494500	127.0358400								
117-1-000006	신천지	공영	노상	서울특별시 금천구 독산1동 152-1		서울특별시	22	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4724067	126.8976834								
117-1-000007	조양화학	공영	노상	서울특별시 금천구 독산1동 336-25		서울특별시	52	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4715379	126.8872843								
117-1-000008	유진골프장	공영	노상	서울특별시 금천구 독산1동 1081-3		서울특별시	40	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4681559	126.8887712								
117-1-000009	모아래5길	공영	노상	서울특별시 금천구 독산1동 336-3		서울특별시	30	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4715775	126.8889964								
117-1-000010	세라믹기술원	공영	노상	서울특별시 금천구 가산동 237-101		서울특별시	54	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4736847	126.8894388								
117-1-000011	기륭전자	공영	노상	서울특별시 금천구 가산동 219-7		서울특별시	31	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4740405	126.8878056								
117-1-000012	LG전자	공영	노상	서울특별시 금천구 가산동 60-32		서울특별시	41	2	요일제	평일+토요일	08:30	19:00	10:00	18:00			유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4745400	126.8881272								
117-1-000013	우리은행	공영	노상	서울특별시 금천구 가산동 60-10		서울특별시	12	2	요일제	평일+토요일	08:30	19:00	10:00	18:00			유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4778210	126.8894918								
117-1-000014	만승뒤(협동봉제)	공영	노상	서울특별시 금천구 가산동 139-18		서울특별시	11	2	요일제	평일+토요일	08:30	19:00	10:00	18:00			유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4789473	126.8888240								
117-1-000015	가산디지털환승	공영	노상	서울특별시 금천구 가산동 35-2		서울특별시	41	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4838590	126.8817681								
117-1-000016	SJ테크노빌	공영	노상	서울특별시 금천구 가산동 60-19		서울특별시	37	2	요일제	평일+토요일	08:30	19:00	10:00	18:00			유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4793995	126.8846022								
117-1-000017	하이앤드6차(서광모드)	공영	노상	서울특별시 금천구 가산동 60-33		서울특별시	13	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4769001	126.8848090								
117-1-000018	BYC	공영	노상	서울특별시 금천구 가산동 371-57		서울특별시	10	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4784241	126.8833110								
117-1-000019	sk트윈타워	공영	노상	서울특별시 금천구 가산동 345-10		서울특별시	48	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4746015	126.8834684								
117-1-000020	세일철강	공영	노상	서울특별시 금천구 가산동 326-4		서울특별시	26	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4707841	126.8867404								
117-1-000022	국도화확	공영	노상	서울특별시 금천구 가산동 345-89		서울특별시	25	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4741472	126.8825889								
117-1-000023	덕성엔앰피	공영	노상	서울특별시 금천구 가산동 345-15		서울특별시	27	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4729355	126.8838539								
117-1-000024	서부간선도로	공영	노상	서울특별시 금천구 가산동 614-30		서울특별시	72	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4722490	126.8810005								
117-1-000025	아톰	공영	노상	서울특별시 금천구 가산동 327-29		서울특별시	33	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4711011	126.8833882								
117-1-000026	삼환아파트	공영	노상	서울특별시 금천구 독산동 1004-6		서울특별시	24	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4650745	126.8916666								
117-1-000027	가산디지털서측	공영	노외	서울특별시 금천구 가산동 505-3		서울특별시	172	3	요일제	평일	09:00	18:00					유료	30	900	5	150	600	9000	100000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4856589	126.8795453								
117-2-000001	가산동	공영	노외	서울특별시 금천구 가산동 148-28	서울특별시 금천구 시흥대로 153길 53	서울특별시	130	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4766272	126.8955604								
117-2-000002	독산1동	공영	노외	서울특별시 금천구 독산동 1006-4	서울특별시 금천구 범안로 12가길 65	서울특별시	66	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4663289	126.8922574								
117-2-000003	독산2동	공영	노외	서울특별시 금천구 독산동 1050-17	서울특별시 금천구 시흥대로 98길 36	서울특별시	66	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4638245	126.9000341								
117-2-000004	독산3동	공영	노외	서울특별시 금천구 독산동 898-24	서울특별시 금천구 독산로 108길 44	서울특별시	50	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4794495	126.9063344								
117-2-000005	다목적	공영	노외	서울특별시 금천구 독산동 971	서울특별시 금천구 시흥대로 150길 56	서울특별시	46	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4681147	126.8981936								
117-2-000006	구룡	공영	노외	서울특별시 금천구 독산동 964	서울특별시 금천구 독산로 107길 13	서울특별시	22	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4681147	126.8981936								
117-2-000007	독산4동	공영	노외	서울특별시 금천구 독산동 187-40	서울특별시 금천구 독산로 78다길 9	서울특별시	63	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4693894	126.9044936								
117-2-000008	시흥1동	공영	노외	서울특별시 금천구 시흥동 555-3	서울특별시 금천구 시흥대로 51길 93	서울특별시	82	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4681147	126.8981936								
117-2-000009	시흥3동	공영	노외	서울특별시 금천구 시흥동 942-6	서울특별시 금천구 시흥대로 34길 20	서울특별시	44	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4428983	126.9057230								
117-2-000010	삼성	공영	노외	서울특별시 금천구 시흥동 171-1	서울특별시 금천구 독산로 24마길 30	서울특별시	51	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4545448	126.9090029								
117-2-000011	효봉	공영	노외	서울특별시 금천구 시흥동 3-129	서울특별시 금천구 독산로 50마길 6	서울특별시	69	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4607323	126.9109465								
117-2-000012	시흥4동	공영	노외	서울특별시 금천구 시흥동 704-56	서울특별시 금천구 독산로 32가길 33	서울특별시	124	5	요일제	평일+토요일+일요일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	390	5	65	0	0	50000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4596867	126.9090436								
117-4-000000	아리랑	민영	노외	서울특별시 금천구 가산동 139-3	서울특별시 금천구 벚꽃로 56길 182	서울특별시	32	3	미시행	평일+토요일	08:00	18:00	08:00	13:00			유료	30	1000	30	1000	600	10000	100000	카드 및 현금		민간				2016-04-19	37.4758795	126.8838298								
117-4-000001	가산디지털 노외	민영	노외	서울특별시 금천구 가산동 34-83	서울특별시 금천구 벚꽃로 309	서울특별시	53	3	미시행	평일+토요일+공휴일	07:00	24:00	07:00	24:00	07:00	24:00	유료	30	1500	10	500	600	10000	100000	카드 및 현금		민간				2016-04-19	37.4817280	126.8826263								
117-4-000002	가산디지털환승	민영	노외	서울특별시 금천구 가산동 464-2	서울특별시 금천구 벚꽃로 309	서울특별시	78	3	미시행	평일+토요일+공휴일	07:00	24:00	07:00	24:00	07:00	24:00	유료	30	1500	10	500	600	10000	100000	카드 및 현금		민간				2016-04-19	37.4824274	126.8819725								
117-4-000003	전국주차장	민영	노외	서울특별시 금천구 독산동 1011-13		서울특별시	9	3	미시행	평일+토요일+공휴일	06:00	20:00	06:00	20:00	06:00	20:00	유료	30	1000	10	500	600	15000	120000	카드 및 현금		민간				2016-04-19	37.4635181	126.8970329								
117-4-000004	GS타임즈 독산동 유료주차장	민영	노외	서울특별시 금천구 독산동 145-7		서울특별시	20	3	미시행	평일+토요일	08:00	24:00	08:00	24:00			유료	30	1500	10	500	600	12000	100000	카드 및 현금		민간				2016-04-19	37.4760816	126.8979269								
117-4-000005	대보 노외주차장	민영	노외	서울특별시 금천구 독산동 1011-9	서울특별시 금천구 시흥대로 101길 7	서울특별시	13	3	미시행	평일+토요일+공휴일	06:00	20:00	06:00	20:00	06:00	20:00	유료	30	1000	10	500	600	15000	120000	카드 및 현금		민간	02-802-1234			2016-04-19	37.4637858	126.8967453								
117-4-000006	현대주차장	민영	노외	서울특별시 금천구 독산동 1077-8	서울특별시 금천구 시흥대로 288-8	서울특별시	20	3	미시행	평일+토요일+공휴일	00:00	12:00	00:00	24:00	00:00	24:00	유료	30	1500	10	500	600	10000	90000	카드 및 현금		민간	02-803-0994			2016-04-19	37.4593093	126.8993451								
117-4-000007	유성주차장	민영	노외	서울특별시 금천구 독산동 989-1	서울특별시 금천구 시흥대로 142길44	서울특별시	11	3	미시행	평일+토요일+공휴일	00:00	12:00	00:00	24:00	00:00	24:00	유료	30	1500	10	500	600	10000	120000	카드 및 현금		민간				2016-04-19	37.4728389	126.9017097								
117-4-000008	길목주차장	민영	노외	서울특별시 금천구 독산동 977-22		서울특별시	31	3	미시행	평일+토요일+공휴일	09:00	18:00	09:00	18:00	09:00	18:00	유료	30	1000	10	500	600	10000	130000	카드 및 현금		민간				2016-04-19	37.4740289	126.9038233								
117-4-000009	남문주차장	민영	노외	서울특별시 금천구 독산동 989-18	서울특별시 금천구 독산로 85길40	서울특별시	60	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	500	10	500	600	10000	120000	카드 및 현금		민간				2016-04-19	37.4728435	126.9016249								
117-4-000010	전주주차장	민영	노외	서울특별시 금천구 독산동 1026-15	서울특별시 금천구 범안로 1249	서울특별시	35	3	미시행	평일+토요일	07:00	22:00	07:00	22:00			유료	30	1000	10	500	600	10000	120000	카드 및 현금		민간				2016-04-19	37.4666331	126.9009063								
117-4-000011	문성주차장	민영	노외	서울특별시 금천구 독산동 285-28		서울특별시	6	3	미시행	평일+토요일	08:00	18:00	10:00	18:00			유료	30	1500	10	500	600	5000	80000	카드 및 현금		민간				2016-04-19	37.4695052	126.8994072								
117-4-000012	새울	민영	노외	서울특별시 금천구 독산동 287-6		서울특별시	85	3	미시행	평일+토요일+공휴일	09:00	23:00	09:00	23:00	09:00	23:00	유료	30	1500	10	500	600	15000	130000	카드 및 현금		민간	02-858-8285			2016-04-19	37.4705585	126.8988286								
117-4-000013	독산4동 제일주차장	민영	노외	서울특별시 금천구 독산동 197-5		서울특별시	32	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	1000	30	1000	600	10000	120000	카드 및 현금		민간				2016-04-19	37.4699947	126.9008999								
117-4-000014	새서울 주차장	민영	노외	서울특별시 금천구 시흥동 886-14	서울특별시 금천구 금하로 14길6-16	서울특별시	122	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	30	1000	10	100	600	10000	82500	카드 및 현금		민간				2016-04-19	37.4681147	126.8981936								
117-4-000015	한일	민영	노외	서울특별시 금천구 시흥동 883-11	서울특별시 금천구 시흥대로 224	서울특별시	28	3	미시행	평일+토요일+공휴일	09:00	24:00	09:00	24:00	09:00	24:00	유료	30	1500	10	500	600	15000	150000	카드 및 현금		민간				2016-04-19	37.4772691	126.9063516								
117-4-000016	은행나무	민영	노외	서울특별시 금천구 시흥동 830-12		서울특별시	5	3	미시행	평일+토요일+공휴일	09:00	20:00	09:00	20:00	09:00	20:00	유료	30	1500	30	1000	600	10000	100000	카드 및 현금		민간	02-803-4041			2016-04-19	37.4681147	126.8981936								
117-1-000001	가산중앞	공영	노상	서울특별시 금천구 독산1동 300-26		서울특별시	20	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4691388	126.8948047								
117-1-000002	가산중뒤	공영	노상	서울특별시 금천구 독산1동 330-7		서울특별시	40	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4689298	126.8934682								
117-1-000003	두산공원	공영	노상	서울특별시 금천구 독산1동 297-20		서울특별시	33	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4733321	126.8941021								
117-1-000004	범일운수	공영	노상	서울특별시 금천구 독산1동 1001-2		서울특별시	41	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4675031	126.8898741								
117-1-000005	사조냉장	공영	노상	서울특별시 금천구 독산1동 303-2		서울특별시	27	2	요일제	평일	08:30	19:00					유료	30	1500	5	250	600	15000	130000	카드 및 현금	경차50퍼센트할인	서울특별시 금천구청	02-2627-1732			2016-04-19	37.4712891	126.8911994								
115-3-000002	구로2동 마을공동	공영	노외	서울특별시 구로구 구로2동 317-187	서울특별시 구로구 구로동로28길 81	서울특별시	81	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 60,000 주간 : 36,000 야간 : 24,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.491491	126.8883								
115-3-000003	구로3동 마을공동	공영	노외	서울특별시 구로구 구로3동 797-1	서울특별시 구로구 도림로6길 30	서울특별시	20	5	요일제	평일	08:30	18:30					50	5						"""전일 : 50,000 주간 : 30,000 야간 : 20,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.484981	126.888408								
115-3-000004	신도림역 환승	공영	노외	서울특별시 구로구 구로5동 1-4	서울특별시 구로구 새말로 121-15	서울특별시	66	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 70,000 주간 : 50,000 야간 : 20,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.507776	126.892163								
115-3-000005	구로아트밸리 지하	공영	노외	서울특별시 구로구 구로5동 102	서울특별시 구로구 가마산로25길 21	서울특별시	245	3	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	150	5						"""전일 : 112,000 주간 : 80,000 야간 : 32,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.497057	126.889559								
115-3-000006	구로5동 마을공동	공영	노외	서울특별시 구로구 구로5동 549-73	서울특별시 구로구 구로5동 549-74	서울특별시	81	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 60,000 주간 : 36,000 야간 : 24,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.500809	126.886021								
115-3-000007	구로리공원 지하	공영	노외	서울특별시 구로구 구로동 139-82	서울특별시 구로구 구로중앙로 13	서울특별시	203	3	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	150	5						"""전일 : 98,000 주간 : 70,000 야간 : 28,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.490848	126.891578								
115-3-000008	하늘공원 주차장	공영	노외	서울특별시 구로구 가리봉동 1-11	서울특별시 구로구 벚꽃로 370	서울특별시	198	3	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	150	5						"""전일 : 70,000 주간 : 50,000 야간 : 20,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.487394	126.880518								
115-3-000009	가리봉 마을공동	공영	노외	서울특별시 구로구 가리봉동 118-11		서울특별시	37	5	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	50	5						"""전일 : 50,000 주간 : 30,000 야간 : 20,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.482523	126.889698								
115-3-000010	고척1동 마을공영	공영	노외	서울특별시 구로구 고척1동 52-54	서울특별시 구로구 중앙로8길 16	서울특별시	88	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 60,000 주간 : 36,000 야간 : 24,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.502261	126.863882								
115-3-000012	개봉1동 마을공동	공영	노외	서울특별시 구로구 개봉1동 105-6	서울특별시 구로구 개봉1동 105-7	서울특별시	111	5	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	50	5						"""전일 : 50,000 주간 : 30,000 야간 : 20,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.505741	126.844893								
115-3-000013	개봉1동 노외	공영	노외	서울특별시 구로구 개봉1동 136	서울특별시 구로구 경인로33길 50	서울특별시	134	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 70,000 주간 : 50,000 야간 : 20,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.505741	126.844893								
115-3-000014	개봉1동 노상	공영	노상	서울특별시 구로구 개봉1동 416-175		서울특별시	119	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 60,000 주간 : 36,000 야간 : 24,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.496886	126.854205								
115-3-000015	오류1동 텃골공영	공영	노외	서울특별시 구로구 오류1동 6-11	서울특별시 구로구 경인로15길 22	서울특별시	84	4	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	100	5						"""전일 : 60,000 주간 : 36,000 야간 : 24,000"""	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.495385	126.839295								
115-3-000016	고척근린공원 지하	공영	노외	서울특별시 구로구 고척동 산 9-14	서울특별시 구로구 고척로45길 39	서울특별시	199	3	요일제	평일+토요일+공휴일	00:00	23:59	00:00	23:59	00:00	23:59	150	5						"""전일 : 112,000 주간 : 80,000 야간 : 32,000"""	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-04-19	37.5058991	126.8356294								
000-2-000009	연희동 제4공영주차장	공영	노외	서울특별시 서대문구 연희동 522-4	서울특별시 서대문구 홍제천로 54-19	서울특별시	14	5	미시행	평일+토요일+공휴일	00:00	00:00	00:00	00:00	00:00	00:00	유료							52000	고지서		서울특별시 서대문구청				2016-10-31	37.5708282703	126.922691237								
000-2-000010	연희동 제5공영주차장	공영	노외	서울특별시 서대문구 연희동 522-2	서울특별시 서대문구 홍제천로2길 83	서울특별시	61	5	미시행	평일+토요일+공휴일	00:00	00:00	00:00	00:00	00:00	00:00	유료							52000	고지서		서울특별시 서대문구청				2016-10-31	37.5710122212	126.92291744								
000-2-000011	연희동 제6공영주차장	공영	노외	서울특별시 서대문구 연희동 706-2	서울특별시 서대문구 홍연길 16	서울특별시	43	5	미시행	평일+토요일+공휴일	00:00	00:00	00:00	00:00	00:00	00:00	유료							52000	고지서		서울특별시 서대문구청				2016-10-31	37.5749437583	126.927984875								
000-1-000012	연희사러가쇼핑센터 앞 공영주차장	공영	노상	서울특별시 서대문구 연희동 131-1	서울특별시 서대문구 연희맛로 23 (연희동)	서울특별시	31	2	미시행	평일+토요일	09:00	19:00	09:00	15:00			유료	5	250	5	250				현금		서울특별시 서대문구청				2016-10-31	37.5671529647	126.929663076								
000-2-000013	홍제1동 제1공영주차장	공영	노외	서울특별시 서대문구 홍제1동 361-36	서울특별시 서대문구 홍제1동 361-36	서울특별시	30	5	미시행	평일+토요일+공휴일	00:00	00:00	00:00	00:00	00:00	00:00	유료							52000	고지서		서울특별시 서대문구청				2016-10-31	37.5850647875	126.936099661								
000-2-000014	홍제1동 제3공영주차장	공영	노외	서울특별시 서대문구 홍제1동 44-34	서울특별시 서대문구 홍제1동 44-34	서울특별시	19	5	미시행	평일+토요일+공휴일	00:00	00:00	00:00	00:00	00:00	00:00	유료							52000	고지서		서울특별시 서대문구청				2016-10-31	37.5795829756	126.950794459								
000-2-000015	홍제2동 제1공영주차장	공영	노외	서울특별시 서대문구 홍제2동 192-14	서울특별시 서대문구 홍제2동 192-14	서울특별시	17	5	미시행	평일+토요일+공휴일	00:00	00:00	00:00	00:00	00:00	00:00	유료							52000	고지서		서울특별시 서대문구청				2016-10-31	37.5883464908	126.947663732								
